locus_tag	gene	product	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
BB_0479	rplD	ribosomal protein L4/L1 family	1105.4666	-0.303528096	0.153207478	-1.981157187	0.047573649	0.088831355
BB_0480	rplW	ribosomal protein L23	676.3981274	-0.131067555	0.200645095	-0.653230798	0.513607498	0.62373406
BB_0481	rplB	ribosomal protein L2	2243.540098	-0.261641186	0.153030505	-1.709732228	0.0873154	0.14671667
BB_0482	rpsS	ribosomal protein S19	680.9497725	-0.302374602	0.199700791	-1.51413823	0.129990784	0.205792639
BB_0483	rplV	ribosomal protein L22	1553.781689	-0.411020054	0.240080868	-1.712006699	0.086895434	0.146197952
BB_0484	rpsC	ribosomal protein S3	689.4189913	-0.299613977	0.19942969	-1.502353921	0.13300573	0.209771907
BB_0485	rplP	ribosomal protein L16	680.8961019	-0.371483701	0.254531544	-1.459480011	0.144433038	0.22380308
BB_0486	rpmC	ribosomal protein L29	22.26040786	-0.305320705	0.439474844	-0.694739891	0.487218324	0.59858653
BB_0487	rpsQ	ribosomal protein S17	139.6485102	-0.345311242	0.279064209	-1.237389934	0.215942354	0.310243833
BB_0488	rplN	ribosomal protein L14	299.04504	-0.409795739	0.216217368	-1.895295195	0.058053304	0.10421044
BB_0489	rplX	ribosomal protein L24	542.6912912	-0.439101373	0.2036366	-2.156298881	0.031060335	0.062597055
BB_0490	NA	ribosomal L5P family C-terminus protein	843.4552129	-0.261818814	0.199901886	-1.309736585	0.190284963	0.28348576
BB_0491	rpsN	ribosomal protein S14p/S29e	100.1567309	-0.017387003	0.297461142	-0.058451343	0.953389119	0.969901331
BB_0492	rpsH	ribosomal protein S8	216.1704069	-0.324974309	0.238858287	-1.360531859	0.173661678	0.261687437
BB_0493	NA	ribosomal protein L6, putative	482.484646	-0.316169842	0.168518425	-1.876173723	0.060631429	0.108099997
BB_0494	rplR	ribosomal protein L18	732.0150388	-0.740215252	0.263108038	-2.813350961	0.004902811	0.01266534
BB_0495	rpsE	ribosomal protein S5	1151.603853	-0.549776862	0.21550786	-2.551075684	0.0107391	0.025019819
BB_0496	NA	ribosomal protein L30	98.9759016	-1.121697812	0.2613465	-4.291994773	1.77E-05	8.22E-05
BB_0497	rplO	ribosomal protein L15	713.0143509	-0.23180946	0.222526611	-1.041715679	0.297543517	0.398544528
BB_0498	NA	preprotein translocase, SecY subunit	969.2191782	-0.391006199	0.160702752	-2.433102066	0.01497008	0.033283732
BB_0499	rpmJ	ribosomal protein L36	86.83945067	-0.626485924	0.301184589	-2.080072976	0.03751884	0.073036675
BB_0500	rpsM	ribosomal protein S13p/S18e	395.0415372	0.095879816	0.192780169	0.497353108	0.618940067	0.710915427
BB_0501	rpsK	ribosomal protein S11	1343.236723	-0.22150022	0.203850839	-1.086579878	0.277222522	0.377482273
BB_0502	rpoA	DNA-directed RNA polymerase, alpha subunit	2376.027131	-0.131277817	0.270895846	-0.484606236	0.627955689	0.71706246
BB_0503	rplQ	ribosomal protein L17	1036.194913	-0.236103666	0.165351008	-1.427893725	0.15332245	0.233990359
BB_0504	NA	conserved hypothetical protein	3007.629613	-0.130336217	0.143890835	-0.905799295	0.365042094	0.472111527
BB_0505	NA	conserved hypothetical protein	411.1632847	-0.25728411	0.234803817	-1.095740748	0.273192245	0.373931885
BB_0506	NA	NA	146.022349	0.313133126	0.206724235	1.514738342	0.12983868	0.205792639
BB_0507	NA	conserved hypothetical protein	39.33882554	-1.322751768	0.436393076	-3.031101642	0.002436632	0.006812201
BB_0508	engA	ribosome-associated GTPase EngA	1296.327102	-0.164245747	0.135832597	-1.209177702	0.226594582	0.322934145
BB_0509	NA	conserved hypothetical protein	387.8824109	-1.024222732	0.168787043	-6.068135988	1.29E-09	1.22E-08
BB_0512	NA	conserved hypothetical protein	1569.958574	-1.265905344	0.179470931	-7.053539748	1.74E-12	2.27E-11
BB_0513	NA	NA	914.0773013	-1.409535795	0.14161614	-9.953214345	2.44E-23	8.91E-22
BB_0514	pheT	phenylalanyl-tRNA synthetase, beta subunit	616.1795631	-1.071354724	0.185041557	-5.789806046	7.05E-09	5.79E-08
BB_0515	NA	NA	282.9653988	-0.822884125	0.204651667	-4.020901168	5.80E-05	0.000244953
BB_0517	dnaJ	chaperone protein DnaJ	405.5470072	-0.487192443	0.252877852	-1.926591984	0.054030498	0.098468897
BB_0518	dnaK	chaperone protein DnaK	1914.165503	-1.271051543	0.192080113	-6.617299023	3.66E-11	4.33E-10
BB_0519	grpE	co-chaperone GrpE	168.122187	-1.56291726	0.210894794	-7.410885906	1.25E-13	2.01E-12
BB_0524	NA	Inositol monophosphatase family protein	97.92765204	0.728142844	0.250967851	2.901339124	0.003715715	0.00998456
BB_0525	NA	conserved hypothetical protein	74.78844297	-1.368184532	0.304584951	-4.491963656	7.06E-06	3.53E-05
BB_0526	NA	conserved hypothetical protein	655.9403602	-0.162503785	0.210601033	-0.771619126	0.440340043	0.549030135
BB_0527	NA	transcriptional activator, putative, Baf family	46.53723422	-0.599463883	0.314932946	-1.903465133	0.056979879	0.102704474
BB_0528	NA	aldose reductase, putative	281.1518267	0.094720108	0.193964707	0.48833682	0.625311285	0.715730861
BB_0531	NA	NA	147.4628592	-0.55135805	0.217928701	-2.529992827	0.011406486	0.026341164
BB_0533	NA	PhnP protein	1046.702212	0.214521036	0.225324139	0.952055279	0.341068948	0.447807407
BB_0534	xth	exodeoxyribonuclease III	224.2025429	0.401591889	0.164145391	2.446562086	0.014422596	0.032320005
BB_0535	NA	conserved hypothetical protein	114.309846	0.55908257	0.30210022	1.850652637	0.064219542	0.113135627
BB_0536	NA	zinc protease, putative	959.9615056	0.760871952	0.200897381	3.787366209	0.000152253	0.000584971
BB_0537	NA	tetratricopeptide repeat domain protein	343.7465586	-0.655747301	0.19149475	-3.424361773	0.000616245	0.002019317
BB_0538	NA	hypothetical protein	208.9541903	-0.944354337	0.217734235	-4.337188119	1.44E-05	6.82E-05
BB_0539	NA	membrane protein, putative	1676.742003	-0.318562599	0.238593745	-1.335167441	0.181821551	0.271801499
BB_0540	fusA	translation elongation factor G	9474.652156	-0.305885373	0.177538599	-1.72292321	0.084902412	0.143395591
BB_0542	NA	NA	335.8539322	-1.224920034	0.618339149	-1.980984118	0.047593055	0.088831355
BB_0543	NA	conserved hypothetical protein	2170.792915	-0.172833299	0.133447191	-1.295143779	0.195270635	0.288947764
BB_0544	NA	phosphoribosyl pyrophosphate synthetase	1656.855486	-0.63034878	0.129262694	-4.876494231	1.08E-06	6.12E-06
BB_0545	NA	xylulokinase	243.4555574	-0.525231385	0.22548778	-2.329311972	0.019842545	0.042257866
BB_0546	NA	conserved hypothetical protein	27.76262722	0.263120887	0.426827573	0.616457098	0.537592879	0.644522849
BB_0547	coaE	dephospho-CoA kinase	74.7475511	-0.618534932	0.31519274	-1.962402215	0.049715675	0.091493553
BB_0548	polA	DNA polymerase I superfamily	427.9040294	-1.049809272	0.176740824	-5.939823359	2.85E-09	2.47E-08
BB_0549	NA	conserved hypothetical protein	46.32741262	-0.800118932	0.377748584	-2.118125561	0.034164435	0.067915383
BB_0550	fliS	flagellar protein FliS	53.20817357	0.16825397	0.49359793	0.340872519	0.733199554	0.810635516
BB_0551	NA	CheY	263.3923569	-0.497484976	0.194927858	-2.552149193	0.010706066	0.02498716
BB_0552	ligA	DNA ligase, NAD-dependent	465.1170096	-0.824752369	0.179216849	-4.601980076	4.18E-06	2.16E-05
BB_0553	NA	NA	527.6292406	-1.184883742	0.153926671	-7.697715634	1.39E-14	2.56E-13
BB_0554	NA	conserved hypothetical protein	346.2760711	-0.589139276	0.193771819	-3.040376448	0.002362826	0.006648295
BB_0555	NA	conserved hypothetical protein	58.74242945	-0.189202721	0.333105369	-0.567996613	0.570037268	0.668775866
BB_0556	NA	conserved hypothetical protein	65.40185359	-0.357831533	0.356206742	-1.004561371	0.315108106	0.418657281
BB_0557	NA	phosphocarrier protein HPr	412.0218211	0.337069805	0.226099546	1.490802662	0.136013313	0.21378169
BB_0558	ptsP	phosphoenolpyruvate-protein phosphotransferase	6376.404497	0.290037689	0.156533269	1.852882087	0.063899261	0.11300623
BB_0559	NA	PTS system, glucose-specific IIA component	2234.439646	0.421787511	0.210689288	2.00194094	0.045291084	0.085017834
BB_0560	NA	chaperone protein HtpG	2018.140832	-0.547411008	0.164151116	-3.334799193	0.00085361	0.002702756
BB_0561	gnd	6-phosphogluconate dehydrogenase, decarboxylating	913.9392255	-1.243853284	0.160998122	-7.725886901	1.11E-14	2.12E-13
BB_0562	NA	conserved hypothetical protein	236.5446704	0.112662145	0.192747885	0.58450522	0.558880455	0.659218059
BB_0563	NA	conserved hypothetical protein	678.9558388	0.078715613	0.170545767	0.461551254	0.644403158	0.730913797
BB_0564	NA	conserved hypothetical protein	95.41847707	0.901930397	0.293086102	3.077356419	0.002088454	0.006018046
BB_0565	NA	purine-binding chemotaxis protein	274.7804167	0.247060489	0.19241647	1.28398826	0.199146063	0.293360905
BB_0566	NA	conserved hypothetical protein	49.68627958	-0.057423376	0.347756691	-0.165125151	0.868845477	0.908244198
BB_0567	NA	chemotaxis histidine kinase	1034.203215	0.264014035	0.138476797	1.906557922	0.056577858	0.102401248
BB_0568	NA	chemotaxis response regulator protein-glutamate methylesterase	1064.697026	0.184294059	0.16039057	1.149033013	0.250542368	0.34843783
BB_0569	NA	conserved hypothetical protein	458.5745712	0.332650446	0.219461933	1.515754654	0.129581402	0.205640051
BB_0570	NA	chemotaxis response regulator	1148.7508	0.314652367	0.188821627	1.666400039	0.095633763	0.159268396
BB_0571	NA	uridylate kinase	133.1294092	-0.915442494	0.334935451	-2.733190805	0.006272398	0.015758951
BB_0572	NA	glycosyl transferase	559.5990168	-0.539876201	0.165508312	-3.261928015	0.001106572	0.003401748
BB_0573	NA	NA	481.8553628	-0.803222148	0.166494873	-4.824305608	1.40E-06	7.86E-06
BB_0574	NA	conserved hypothetical integral membrane protein	110.1364532	-0.57494659	0.253238919	-2.270372155	0.023185012	0.048217771
BB_0575	pyrG	CTP synthase	1119.351245	0.043362846	0.157796946	0.274801557	0.783468702	0.848004839
BB_0576	NA	conserved hypothetical protein	46.13407948	-0.245525333	0.465200923	-0.527783418	0.597649668	0.691295478
BB_0577	NA	conserved hypothetical protein	422.0563593	-0.286626645	0.142670813	-2.009006876	0.044536405	0.083720795
BB_0578	NA	methyl-accepting chemotaxis protein	926.4357777	-0.691833739	0.132842629	-5.207919663	1.91E-07	1.25E-06
BB_0579	NA	DNA polymerase III subunit alpha	2874.141982	-0.832721676	0.138644356	-6.00617075	1.90E-09	1.70E-08
BB_0580	NA	conserved hypothetical integral membrane protein	159.938183	-0.924867326	0.294025194	-3.145537682	0.001657818	0.00486244
BB_0581	recG	ATP-dependent DNA helicase RecG	878.4585801	-0.562095269	0.148228158	-3.792095088	0.000149382	0.000577316
BB_0582	NA	carboxypeptidase, putative	177.9537995	-0.069252466	0.204270098	-0.339024003	0.734591648	0.810719564
BB_0583	NA	conserved hypothetical integral membrane protein	314.3842165	-0.565348958	0.174779479	-3.23464151	0.001217955	0.003679872
BB_0584	NA	conserved hypothetical integral membrane protein	157.780556	-0.676532074	0.22725698	-2.976947393	0.00291134	0.008003139
BB_0585	murD	UDP-N-acetylmuramoylalanine--D-glutamate ligase	304.6176757	-0.003676701	0.165448841	-0.022222582	0.982270404	0.986022392
BB_0586	NA	FemA protein	63.41628292	-0.486011383	0.337603314	-1.439593046	0.149982568	0.229961604
BB_0587	metG	methionyl-tRNA synthetase	571.4623704	-0.75156118	0.21194468	-3.546025216	0.000391089	0.001381427
BB_0588	bgp	MTA/SAH nucleosidase, Borrelia Glycosaminoglycan binding Protein (Bgp)	385.5646266	0.563085217	0.250197829	2.250559969	0.024413421	0.050518481
BB_0589	NA	NA	527.9987963	0.656884672	0.192847742	3.406234703	0.000658655	0.002136971
BB_0590	ksgA	dimethyladenosine transferase	101.0553847	-1.458327318	0.273180465	-5.338329433	9.38E-08	6.56E-07
BB_0591	NA	competence locus E, putative	257.6846656	-0.219651149	0.18331865	-1.198193138	0.230841836	0.326508259
BB_0592	NA	caax amino protease family	145.363755	-0.844820991	0.312405624	-2.704243866	0.006846003	0.01697292
BB_0593	NA	long-chain-fatty-acid CoA ligase	2481.584078	-0.665091493	0.157515803	-4.222379458	2.42E-05	0.000109911
BB_0594	argS	arginyl-tRNA synthetase	549.0568086	-0.38545477	0.150775088	-2.55648845	0.010573458	0.024721573
BB_0595	NA	conserved hypothetical protein	45.96503384	-0.649865366	0.361178807	-1.799289864	0.071972841	0.124110646
BB_0596	NA	methyl-accepting chemotaxis protein	868.2343244	-0.071268585	0.147916194	-0.481817324	0.629935721	0.717275163
BB_0597	NA	methyl-accepting chemotaxis protein	988.6056949	0.559387317	0.204983489	2.728938413	0.006353857	0.015872563
BB_0598	murB	UDP-N-acetylenolpyruvoylglucosamine reductase	161.5423411	0.617383444	0.248187221	2.48757145	0.012861861	0.029189095
BB_0599	cysS	cysteinyl-tRNA synthetase	1895.686815	0.627756342	0.169916324	3.69450284	0.000220317	0.000815485
BB_0600	NA	IPT/TIG domain protein	278.3970021	0.448794716	0.16535979	2.714049862	0.006646616	0.016541011
BB_0601	glyA	serine hydroxymethyltransferase	1446.602638	-0.003625981	0.182187148	-0.019902509	0.984121144	0.987126094
BB_0602	NA	chaperonin, putative	127.2968274	-0.364268734	0.26578685	-1.370529558	0.170521655	0.257842871
BB_0603	p66	integral outer membrane protein P66	6936.884515	0.27561218	0.194281151	1.418625426	0.156008249	0.236988254
BB_0604	NA	L-lactate permease	503.8206583	-0.842292152	0.172810314	-4.874084949	1.09E-06	6.16E-06
BB_0605	NA	serine-type D-Ala-D-Ala carboxypeptidase	264.8315407	-0.061044695	0.20939257	-0.291532289	0.770644253	0.839657171
BB_0606	NA	CheD family	280.2067339	-0.250804418	0.215125374	-1.165852329	0.243674156	0.341351643
BB_0607	pcrA	ATP-dependent DNA helicase PcrA	491.4665777	-0.840538064	0.172200785	-4.881151174	1.05E-06	6.03E-06
BB_0608	NA	aminoacyl-histidine dipeptidase	1006.332956	-1.575936729	0.14884687	-10.5876377	3.40E-26	1.44E-24
BB_0610	tig	trigger factor	954.155272	-0.564321177	0.241173928	-2.339892966	0.019289267	0.04134763
BB_0611	clpP	ATP-dependent Clp protease, proteolytic subunit ClpP	1091.74758	0.110157051	0.17362002	0.634472055	0.525772798	0.634986633
BB_0612	clpX	ATP-dependent Clp protease, ATP-binding subunit ClpX	1486.693751	-0.264703734	0.180512683	-1.46639964	0.142539444	0.221391052
BB_0613	lon	ATP-dependent protease La	2932.848505	-0.806808557	0.139235966	-5.794541317	6.85E-09	5.66E-08
BB_0614	NA	conserved hypothetical protein	191.6120064	-0.667361493	0.264294255	-2.525069997	0.011567525	0.026666188
BB_0615	rpsD	ribosomal protein S4	5270.93975	0.492404113	0.214252646	2.29824052	0.021548104	0.045448167
BB_0616	NA	conserved hypothetical integral membrane protein	254.7892485	-0.570267903	0.18705355	-3.048687942	0.002298431	0.006480983
BB_0617	NA	conserved hypothetical protein	22.14884264	0.736871466	0.463033715	1.59139916	0.111519773	0.181582382
BB_0618	cdd	cytidine deaminase	152.590789	-0.592156944	0.197507171	-2.99815415	0.002716202	0.007513874
BB_0619	NA	DHH family	853.9171559	0.194761071	0.124664742	1.562278698	0.118222348	0.190372752
BB_0620	NA	beta-glucosidase, putative	310.5555801	0.317633758	0.234118533	1.356721972	0.174869568	0.262904591
BB_0621	NA	4-methyl-5	358.7174183	-0.851079544	0.215297414	-3.953041192	7.72E-05	0.000318848
BB_0622	ackA	acetate kinase	272.457203	-0.683495156	0.191481175	-3.569516197	0.000357641	0.001270109
BB_0623	mfd	transcription-repair coupling factor	321.2283623	-0.460542614	0.292799058	-1.572896502	0.115742785	0.186776956
BB_0624	NA	conserved hypothetical protein	323.5802745	-0.238851316	0.207891982	-1.148920289	0.250588851	0.34843783
BB_0625	NA	N-acetylmuramoyl-L-alanine amidase, putative	529.023852	-0.46956568	0.138261347	-3.39621803	0.000683239	0.002205838
BB_0626	rnmV	ribonuclease M5	215.321834	0.56190029	0.196154165	2.86458505	0.00417556	0.011017442
BB_0627	NA	NA	312.8253084	0.468554868	0.181329332	2.583999307	0.009766199	0.023205761
BB_0628	NA	lipoprotein, putative	432.1241186	-0.99200476	0.153641211	-6.456632009	1.07E-10	1.19E-09
BB_0629	NA	pts system, fructose-specific iiabc component	2121.931	0.914967808	0.179464563	5.098320195	3.43E-07	2.10E-06
BB_0630	pfkB	1-phosphofructokinase	130.7603286	0.210642853	0.250416817	0.841168957	0.400253289	0.50879665
BB_0631	NA	conserved hypothetical protein	5436.263362	0.754228611	0.241008661	3.129466838	0.001751238	0.005113616
BB_0632	recD	exodeoxyribonuclease V, alpha subunit	99.53317597	-0.530583392	0.30457068	-1.742069827	0.081496227	0.138354059
BB_0633	recB	exodeoxyribonuclease V, beta subunit	198.2871581	-0.46438143	0.246526239	-1.883699815	0.059605591	0.1065602
BB_0635	pncB	nicotinate phosphoribosyltransferase	198.974571	-0.842962844	0.282868906	-2.980047738	0.002882035	0.00793919
BB_0636	zwf	glucose-6-phosphate 1-dehydrogenase	617.0418435	-1.107071184	0.141320472	-7.833763677	4.73E-15	9.15E-14
BB_0637	NA	Na+/H+ antiporter family	709.5233873	-0.010675034	0.152383205	-0.070053874	0.944150779	0.96246247
BB_0638	NA	Na+/H+ antiporter	715.750614	0.138735209	0.154587404	0.897454811	0.369476276	0.476907492
BB_0639	NA	spermidine/putrescine ABC transporter, spermidine/putrescine-binding periplasmic protein	200.8475689	-1.475702711	0.204068895	-7.231394624	4.78E-13	6.75E-12
BB_0640	NA	binding-protein-dependent transport systems inner membrane component domain protein	98.34051289	-0.968492093	0.281895435	-3.43564305	0.000591149	0.001966507
BB_0641	NA	putrescine transport system permease protein PotH	149.9678518	-1.988056842	0.209246237	-9.50103988	2.08E-21	7.38E-20
BB_0642	potA	spermidine/putrescine ABC transporter, ATP-binding protein	807.1712422	-1.51929943	0.160291608	-9.478346705	2.58E-21	8.80E-20
BB_0643	ylqF	ribosome biogenesis GTP-binding protein YlqF	60.38778416	-0.15299591	0.317327445	-0.482138915	0.629707267	0.717275163
BB_0644	NA	putative N-acetylmannosamine-6-P epimerase	155.4390411	-1.740934321	0.229320529	-7.591707251	3.16E-14	5.32E-13
BB_0645	NA	pts system, iibc components	411.2647242	-1.385931027	0.251595443	-5.508569677	3.62E-08	2.69E-07
BB_0646	NA	conserved hypothetical protein	607.1163577	0.681008187	0.207345529	3.284412214	0.001021953	0.003167091
BB_0647	bosR	Borrelia oxidative stress regulator protein BosR	191.6569405	0.777018914	0.202228609	3.842279875	0.000121897	0.000481856
BB_0648	NA	NA	117.1764499	0.245862898	0.251302213	0.978355483	0.327898538	0.434333345
BB_0649	groL	chaperonin GroL	16121.18318	0.513490631	0.167139249	3.072232496	0.002124642	0.006095588
BB_0650	NA	conserved hypothetical protein	615.9130088	0.309117286	0.180536136	1.712218356	0.086856436	0.146197952
BB_0651	yajC	preprotein translocase, YajC subunit	556.5155189	0.179181147	0.170178201	1.052903049	0.292385429	0.393238949
BB_0652	secD	protein-export membrane protein SecD	6838.863146	0.152959983	0.159387754	0.959672114	0.337220262	0.443550975
BB_0653	secF	protein-export membrane protein SecF	639.7306634	0.005782368	0.188734305	0.030637612	0.975558547	0.981534403
BB_0654	NA	conserved hypothetical protein	252.5037818	-0.510539361	0.241247246	-2.116249487	0.034323594	0.068128705
BB_0655	NA	heat shock protein	100.8889592	-0.230413825	0.219323161	-1.050567684	0.29345719	0.393874103
BB_0656	NA	oxygen-independent coproporphyrinogen III oxidase, putative	195.0467003	-0.475624766	0.204549483	-2.325230844	0.02005962	0.042651036
BB_0657	rpiA	ribose 5-phosphate isomerase A	206.267682	-0.109099911	0.226077029	-0.482578491	0.629395054	0.717275163
BB_0658	NA	phosphoglycerate mutase family protein, putative	610.3443803	-0.445945822	0.195289638	-2.283509905	0.02240035	0.047019265
BB_0659	lysS	lysyl-tRNA synthetase	1608.940497	0.076699715	0.223642025	0.342957525	0.731630415	0.810558991
BB_0660	era	GTP-binding protein Era	218.1843492	-0.496382384	0.206864549	-2.399552682	0.016415118	0.036069339
BB_0661	NA	conserved hypothetical protein	673.509183	0.272466856	0.151391765	1.799746883	0.071900615	0.124110646
BB_0662	NA	conserved hypothetical protein	157.3628675	0.548105011	0.377377717	1.45240428	0.146389227	0.225769301
BB_0663	NA	conserved hypothetical protein	146.5508172	1.037184526	0.203210272	5.103996549	3.33E-07	2.05E-06
BB_0664	NA	lipoprotein, putative	261.4917305	0.795267398	0.182555091	4.356314539	1.32E-05	6.30E-05
BB_0665	NA	conserved hypothetical protein	374.7417085	-0.336777504	0.204401955	-1.647623694	0.099429915	0.164547744
BB_0666	NA	N-acetylmuramoyl-L-alanine amidase domain protein	401.2784316	-0.278037702	0.183256651	-1.517203875	0.129215218	0.205306889
BB_0667	NA	conserved hypothetical protein	138.0154744	-1.111307013	0.323881176	-3.431218289	0.000600877	0.001992081
BB_0668	NA	flagellar filament outer layer protein	2641.92637	-0.606412441	0.155377117	-3.902842664	9.51E-05	0.000382022
BB_0669	NA	CheA	1670.756487	-0.805965946	0.136763366	-5.893142081	3.79E-09	3.23E-08
BB_0670	NA	purine-binding chemotaxis protein	996.5622095	0.303243209	0.209380274	1.448289289	0.147536162	0.227271415
BB_0671	NA	CheC-like family protein	758.9520613	0.221399623	0.180249264	1.228296959	0.219335512	0.314034057
BB_0672	NA	CheY	688.281911	-0.042464013	0.150833862	-0.281528381	0.778305163	0.844959753
BB_0673	NA	conserved hypothetical protein	9.001431722	-0.351427085	0.682776393	-0.514703039	0.606760549	0.698758424
BB_0674	NA	membrane protein, putative	90.35090556	0.55596188	0.233498672	2.381006599	0.017265403	0.037313716
BB_0675	NA	conserved hypothetical protein	138.9882994	0.21142457	0.260643323	0.811164343	0.4172713	0.526699796
BB_0676	NA	phosphoglycolate phosphatase	170.635811	0.104173539	0.199537758	0.522074321	0.601618585	0.694780923
BB_0677	rbsA	sugar ABC transporter, ATP-binding protein	761.768283	-1.508627555	0.192343099	-7.843419203	4.38E-15	8.60E-14
BB_0678	NA	ribose/galactose ABC transporter, permease protein	464.9032093	-0.646430274	0.181560009	-3.560422119	0.000370259	0.001311376
BB_0679	NA	ribose/galactose ABC transporter, permease protein	367.5919437	-0.526829152	0.152488984	-3.454866953	0.000550564	0.001845514
BB_0680	NA	methyl-accepting chemotaxis protein	6632.291801	1.847314809	0.145746296	12.67486627	8.15E-37	5.95E-35
BB_0681	NA	methyl-accepting chemotaxis protein	4308.361865	1.844538401	0.128819807	14.31874842	1.67E-46	2.20E-44
BB_0682	trmU	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase	345.5576934	-0.411918741	0.172059847	-2.394043402	0.016663777	0.036312111
BB_0683	NA	hydroxymethylglutaryl-CoA synthase	2415.596471	-0.295543538	0.195955967	-1.508214025	0.131499759	0.207931027
BB_0684	fni	isopentenyl-diphosphate delta-isomerase, type 2	1066.600996	-0.387763776	0.150628469	-2.57430603	0.010044139	0.023737407
BB_0685	NA	hydroxymethylglutaryl-CoA reductase, degradative	392.3148319	-0.459516565	0.192532159	-2.386700315	0.017000343	0.036923059
BB_0686	mvaD	diphosphomevalonate decarboxylase	434.5658817	-0.641598936	0.184647862	-3.474716297	0.000511394	0.001740859
BB_0687	NA	phosphomevalonate kinase, putative	508.277691	-0.363954778	0.160313776	-2.270265148	0.0231915	0.048217771
BB_0688	mvk	mevalonate kinase	170.4954929	-0.14716344	0.24173667	-0.608775822	0.542673042	0.649428394
BB_0689	NA	lipoprotein, putative	155.0920347	1.170322721	0.217698488	5.37588814	7.62E-08	5.41E-07
BB_0690	napA	neutrophil activating protein A (napA)	5252.687676	2.048743029	0.152597593	13.42578862	4.27E-41	4.32E-39
BB_0691	fusA	translation elongation factor G	21883.34368	1.982518753	0.168257551	11.78264356	4.80E-32	2.74E-30
BB_0693	NA	xylose operon regulatory protein	646.7229185	-0.178266422	0.21360928	-0.83454437	0.403974295	0.511882569
BB_0694	ffh	signal recognition particle protein	2562.331465	-0.268485871	0.176120933	-1.52444043	0.127398727	0.20293168
BB_0695	rpsP	ribosomal protein S16	138.3764538	0.490045896	0.249432027	1.964647053	0.049455102	0.091141661
BB_0696	NA	conserved hypothetical protein	178.544303	-0.166667584	0.287988897	-0.5787292	0.56277191	0.663212816
BB_0697	rimM	16S rRNA processing protein RimM	801.591753	0.217042247	0.181569388	1.195368058	0.23194326	0.32771338
BB_0698	trmD	tRNA (guanine-N1)-methyltransferase	1188.495721	0.177383769	0.156151952	1.13596895	0.255969559	0.354337723
BB_0699	rplS	ribosomal protein L19	616.7407288	-0.407783117	0.144973375	-2.81281385	0.004911007	0.01266534
BB_0701	NA	conserved hypothetical protein	211.2380324	-0.272883853	0.196893597	-1.385945799	0.165763455	0.251226274
BB_0702	coaD	pantetheine-phosphate adenylyltransferase	89.48059607	-0.430652056	0.247337658	-1.741150377	0.081657223	0.138448504
BB_0703	rpmF	ribosomal protein L32	178.827089	-0.466020715	0.225486682	-2.06673277	0.038759342	0.074939504
BB_0704	acpP	acyl carrier protein	451.7228468	-0.243224245	0.165414942	-1.470388601	0.141456537	0.220229727
BB_0705	rnc	ribonuclease III	969.6143816	-0.428742744	0.116890446	-3.66790236	0.000244549	0.000900103
BB_0706	NA	polynucleotide adenylyltransferase	78.61925566	-0.032121288	0.289374905	-0.111002328	0.911614501	0.938027764
BB_0707	NA	conserved hypothetical protein	689.2542609	1.112565122	0.267680968	4.156310147	3.23E-05	0.000143576
BB_0708	NA	conserved hypothetical protein	9.882511052	0.364098362	0.667213274	0.545700117	0.585272091	0.681779723
BB_0709	NA	conserved hypothetical protein	331.2066803	-1.008901404	0.164294246	-6.140820094	8.21E-10	7.99E-09
BB_0712	NA	RNA polymerase sigma factor RpoD (Sigma-70)	3138.37537	-1.037693339	0.135795227	-7.641603928	2.15E-14	3.71E-13
BB_0713	NA	conserved hypothetical protein	1087.49116	-1.24186481	0.146042429	-8.503452191	1.84E-17	4.28E-16
BB_0714	NA	tetratricopeptide repeat domain protein	513.6019137	0.158070645	0.200947706	0.786625771	0.431500969	0.540699756
BB_0715	NA	cell division protein FtsA, putative	4029.415442	-0.135275666	0.197938515	-0.683422659	0.494339806	0.605370461
BB_0716	mreC	rod shape-determining protein MreC	374.3234874	0.016749064	0.215381312	0.077764702	0.938015225	0.95918444
BB_0717	NA	conserved hypothetical integral membrane protein	50.02946035	-0.737683882	0.316515972	-2.330637149	0.019772501	0.042245636
BB_0718	NA	penicillin-binding protein	966.3122578	-0.914352195	0.129394828	-7.066373602	1.59E-12	2.09E-11
BB_0719	mrdB	rod shape-determining protein RodA	308.5137269	-0.618620813	0.163872956	-3.775002466	0.000160006	0.000611186
BB_0720	NA	NA	1059.996408	-0.735967872	0.157933665	-4.659980951	3.16E-06	1.68E-05
BB_0721	pgsA	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	43.90909452	-1.103902364	0.45276755	-2.438121647	0.014763805	0.032880745
BB_0722	NA	conserved hypothetical protein	171.8611814	-0.94479829	0.243059817	-3.887101964	0.000101448	0.000406411
BB_0723	NA	NA	16.9140915	-0.259991828	0.545255927	-0.476825314	0.633486519	0.720693754
BB_0724	NA	NA	518.0951413	0.43797152	0.165988906	2.638558991	0.008325921	0.020037107
BB_0725	NA	lectin	309.3827278	0.397230367	0.24383817	1.629073769	0.103297403	0.170091213
BB_0726	NA	ATP-binding protein	257.7854655	0.358650758	0.16845329	2.129081351	0.03324753	0.066495061
BB_0727	NA	phosphofructokinase	2331.047811	-0.19204435	0.177824905	-1.07996318	0.280158577	0.379905439
